date,pricePerSquareMeter,price,size,floor,numberOfRooms,location,address,type 
14 nov 2015,91 346 kr/m²,4 750 000 kr,52 m²,1 tr,2 rum,Vasastan,Markvardsgatan 15,Lägenhet
14 nov 2015,71 429 kr/m²,6 500 000 kr,91 m²,1 tr,3 rum,Vasastan,Bråvallagatan 6,Lägenhet
14 nov 2015,91 951 kr/m²,3 770 000 kr,41 m²,5 tr,2 rum,Vasastan,Sankt Eriksgatan 82,Lägenhet
13 nov 2015,95 294 kr/m²,4 860 000 kr,51 m²,3 tr,2 rum,Östermalm,Odengatan 16A,Lägenhet
13 nov 2015,84 778 kr/m²,7 630 000 kr,90 m²,1 tr,4 rum,Vasastan,Luntmakargatan 76,Lägenhet
13 nov 2015,80 405 kr/m²,5 950 000 kr,74 m²,2 tr,2 rum,Vasastan,Bråvallagatan 9,Lägenhet
12 nov 2015,74 074 kr/m²,4 000 000 kr,54 m²,1 tr,2 rum,Vasastan,Dalagatan 86B,Lägenhet
12 nov 2015,118 182 kr/m²,3 900 000 kr,33 m²,1 tr,1 rum,Vasastan,Västmannagatan 71B,Lägenhet
12 nov 2015,100 625 kr/m²,4 025 000 kr,40 m²,1 tr,2 rum,Vasastan,Sigtunagatan 6,Lägenhet
12 nov 2015,109 552 kr/m²,3 670 000 kr,34 m²,1 tr,1 rum,Vasastan,Karlbergsvägen 66C,Lägenhet
12 nov 2015,97 577 kr/m²,7 650 000 kr,78 m²,3 tr,3 rum,Vasastan,Västmannagatan 82,Lägenhet
12 nov 2015,81 707 kr/m²,3 350 000 kr,41 m²,1 tr,2 rum,Vasastan,Birger Jarlsgatan 104B,Lägenhet
12 nov 2015,84 234 kr/m²,9 350 000 kr,111 m²,2 tr,4 rum,Vasastan,Tomtebogatan 33,Lägenhet
12 nov 2015,79 452 kr/m²,5 800 000 kr,73 m²,4 tr,2 rum,Vasastan,Upplandsgatan 85,Lägenhet
12 nov 2015,83 036 kr/m²,4 650 000 kr,56 m²,5 tr,2 rum,Vasastan,Norrtullsgatan 63,Lägenhet
12 nov 2015,83 953 kr/m²,3 610 000 kr,43 m²,1 tr,1 rum,Vasastan,Torsgatan 42,Lägenhet
12 nov 2015,78 554 kr/m²,6 520 000 kr,83 m²,3 tr,2½ rum,Vasastan,Ynglingagatan 26,Lägenhet
12 nov 2015,91 089 kr/m²,4 600 000 kr,51 m²,5 tr,2 rum,Vasastan,Vanadisvägen 4M,Lägenhet
11 nov 2015,93 143 kr/m²,3 260 000 kr,35 m²,1 tr,1½ rum,Kungsholmen,Industrigatan 5,Lägenhet
11 nov 2015,86 990 kr/m²,8 960 000 kr,103 m²,1 tr,4 rum,Vasastan,Kungstensgatan 59,Lägenhet
11 nov 2015,85 167 kr/m²,5 110 000 kr,60 m²,1 tr,2 rum,Vasastan,Vulcanusgatan 1,Lägenhet
11 nov 2015,100 233 kr/m²,4 310 000 kr,43 m²,5 tr,2 rum,Vasastan,Upplandsgatan 34,Lägenhet
10 nov 2015,82 278 kr/m²,6 500 000 kr,79 m²,2 tr,3 rum,Vasastan,Vanadisvägen 3,Lägenhet
6 nov 2015,86 585 kr/m²,3 550 000 kr,41 m²,1 tr,2 rum,Vasastan,Frejgatan 16,Lägenhet
6 nov 2015,73 774 kr/m²,7 820 000 kr,106 m²,4 tr,4 rum,Vasastan,Kungstensgatan 44,Lägenhet
6 nov 2015,89 474 kr/m²,5 100 000 kr,57 m²,3 tr,2 rum,Vasastan,Tomtebogatan 39A,Lägenhet
6 nov 2015,82 128 kr/m²,3 860 000 kr,47 m²,1 tr,2 rum,Vasastan,Frejgatan 20,Lägenhet
6 nov 2015,72 289 kr/m²,6 000 000 kr,83 m²,3 tr,3 rum,Vasastan,Tomtebogatan 32,Lägenhet
6 nov 2015,109 328 kr/m²,7 325 000 kr,67 m²,4 tr,2 rum,Vasastan,Norrtullsgatan 25C,Lägenhet
6 nov 2015,100 000 kr/m²,3 000 000 kr,30 m²,3 tr,1 rum,Vasastan,Rödabergsbrinken 12,Lägenhet
6 nov 2015,71 389 kr/m²,5 140 000 kr,72 m²,2 tr,3 rum,Östermalm,Birger Jarlsgatan 120A,Lägenhet
6 nov 2015,85 119 kr/m²,3 575 000 kr,42 m²,4 tr,1½ rum,Sankt Eriksplan,Lokstallsgatan 6,Lägenhet
6 nov 2015,89 059 kr/m²,7 570 000 kr,85 m²,5 tr,3 rum,Vasastan,Observatoriegatan 10,Lägenhet
6 nov 2015,95 682 kr/m²,4 210 000 kr,44 m²,1 tr,2 rum,Vasastan,Norrtullsgatan 13,Lägenhet
5 nov 2015,73 881 kr/m²,4 950 000 kr,67 m²,5 tr,2½ rum,Vasastan,Sveavägen 129,Lägenhet
5 nov 2015,86 047 kr/m²,3 700 000 kr,43 m²,5 tr,2 rum,Vasastan,Norra Stationsgatan 115,Lägenhet
5 nov 2015,120 690 kr/m²,2 800 000 kr,23 m²,3 tr,1 rum,Vasastan,Rådmansgatan 46,Lägenhet
5 nov 2015,89 773 kr/m²,3 950 000 kr,44 m²,4 tr,1 rum,Östermalm Vasastan,Surbrunnsgatan 7,Lägenhet
5 nov 2015,76 395 kr/m²,6 570 000 kr,86 m²,3 tr,3 rum,Odenplan,Västmannagatan 52,Lägenhet
5 nov 2015,80 645 kr/m²,5 000 000 kr,62 m²,1 tr,2 rum,Vasastan,Lokstallsgatan 6,Lägenhet
5 nov 2015,98 500 kr/m²,4 925 000 kr,50 m²,3 tr,2 rum,Vasastan,Teknologgatan 9B,Lägenhet
4 nov 2015,108 065 kr/m²,3 350 000 kr,31 m²,4 tr,1½ rum,Birkastan Vasastan,Bråvallagatan 8,Lägenhet
4 nov 2015,116 346 kr/m²,3 025 000 kr,26 m²,3 tr,1 rum,Vasastan,Roslagsgatan 54,Lägenhet
4 nov 2015,90 492 kr/m²,5 520 000 kr,61 m²,3 tr,2 rum,Vasastan,Hälsingehöjden 3,Lägenhet
4 nov 2015,86 272 kr/m²,6 850 000 kr,79 m²,3 tr,3 rum,Vasastan,Upplandsgatan 74,Lägenhet
4 nov 2015,101 351 kr/m²,3 750 000 kr,37 m²,1 tr,2 rum,Vasastan,Odengatan 6A,Lägenhet
4 nov 2015,100 168 kr/m²,5 960 000 kr,60 m²,4 tr,2 rum,Vasastan,Vikingagatan 24,Lägenhet
4 nov 2015,80 792 kr/m²,5 510 000 kr,68 m²,1 tr,2½ rum,Vasastan,Atlasgatan 7,Lägenhet
4 nov 2015,91 176 kr/m²,7 750 000 kr,85 m²,3 tr,3 rum,Vasastan,Västmannagatan 87A,Lägenhet
4 nov 2015,98 000 kr/m²,5 880 000 kr,60 m²,1 tr,2 rum,Vasastan,Birkagatan 29,Lägenhet
4 nov 2015,91 538 kr/m²,5 950 000 kr,65 m²,4 tr,3 rum,Vasastan,Atlasgatan 16,Lägenhet
3 nov 2015,116 129 kr/m²,3 600 000 kr,31 m²,2 tr,2 rum,Vasastan,Frejgatan 19A,Lägenhet
3 nov 2015,89 655 kr/m²,3 900 000 kr,44 m²,5 tr,2 rum,Vasastan,Sveavägen 95,Lägenhet
3 nov 2015,83 264 kr/m²,5 995 000 kr,72 m²,4 tr,4 rum,Östermalm,Birger Jarlsgatan 120B,Lägenhet
3 nov 2015,80 172 kr/m²,4 650 000 kr,58 m²,5 tr,2 rum,Vasastan,Roslagsgatan 29,Lägenhet
3 nov 2015,84 848 kr/m²,2 800 000 kr,33 m²,5 tr,1 rum,Vasastan,Norrtullsgatan 38,Lägenhet
3 nov 2015,74 000 kr/m²,4 810 000 kr,65 m²,1 tr,3 rum,Vasastan,Tempeltrappan 2,Lägenhet
3 nov 2015,98 000 kr/m²,4 410 000 kr,45 m²,1 tr,1½ rum,Vasastan,Torsgatan 42,Lägenhet
3 nov 2015,83 471 kr/m²,10 100 000 kr,121 m²,5 tr,4½ rum,Vasastan,Karlbergsvägen 46B,Lägenhet
2 nov 2015,98 295 kr/m²,8 650 000 kr,88 m²,2 tr,4 rum,Vasastan,Heimdalsgatan 3,Lägenhet
2 nov 2015,89 643 kr/m²,6 275 000 kr,70 m²,4 tr,2½ rum,Vasastan,Frejgatan 42,Lägenhet
2 nov 2015,91 667 kr/m²,3 300 000 kr,36 m²,3 tr,2 rum,Vasastan,Odengatan 49,Lägenhet
2 nov 2015,93 333 kr/m²,2 800 000 kr,30 m²,2 tr,2 rum,Vasastan,Vikingagatan 26,Lägenhet
2 nov 2015,92 857 kr/m²,3 900 000 kr,42 m²,3 tr,1½ rum,Vasastan,Atlasgatan 7,Lägenhet
2 nov 2015,89 643 kr/m²,2 510 000 kr,28 m²,4 tr,1 rum,Vasastan,Roslagsgatan 51,Lägenhet
31 oct 2015,94 118 kr/m²,8 000 000 kr,85 m²,1 tr,3 rum,Vasastan,Gästrikegatan 8,Lägenhet
30 oct 2015,89 000 kr/m²,4 450 000 kr,50 m²,1 tr,2 rum,Vasastan,Vikingagatan 21,Lägenhet
30 oct 2015,95 000 kr/m²,5 130 000 kr,54 m²,2 tr,2 rum,Vasastan,Upplandsgatan 47,Lägenhet
30 oct 2015,85 412 kr/m²,7 260 000 kr,85 m²,1 tr,3 rum,Vasastan,Sankt Eriksgatan 90,Lägenhet
30 oct 2015,96 712 kr/m²,3 530 000 kr,37 m²,1 tr,1½ rum,Vasastan,Rödabergsgatan 2,Lägenhet
30 oct 2015,91 333 kr/m²,4 110 000 kr,45 m²,1½ tr,2 rum,Vasastan,Sveavägen 121A,Lägenhet
30 oct 2015,79 032 kr/m²,4 900 000 kr,62 m²,3 tr,2 rum,Vasastan,Birger Jarlsgatan 95A,Lägenhet
30 oct 2015,103 464 kr/m²,9 260 000 kr,90 m²,5 tr,4 rum,Vasastan,Norrtullsgatan 41,Lägenhet
30 oct 2015,94 554 kr/m²,5 295 000 kr,56 m²,2 tr,2 rum,Vasastan,Frejgatan 48,Lägenhet
30 oct 2015,95 268 kr/m²,5 335 000 kr,56 m²,4 tr,2 rum,Vasastan,Hagagatan 8,Lägenhet
29 oct 2015,90 323 kr/m²,5 600 000 kr,62 m²,1½ tr,2 rum,Vasastan,Torsgatan 39,Lägenhet
29 oct 2015,82 778 kr/m²,3 725 000 kr,45 m²,4 tr,2 rum,Vasastan,Idungatan 5,Lägenhet
28 oct 2015,75 743 kr/m²,7 650 000 kr,101 m²,5 tr,4 rum,Vasastan,Roslagsgatan 21,Lägenhet
28 oct 2015,87 500 kr/m²,3 150 000 kr,36 m²,4 tr,1 rum,Vasastan,Sveavägen 133,Lägenhet
28 oct 2015,91 270 kr/m²,5 750 000 kr,63 m²,1 tr,3 rum,Vasastan,Markvardsgatan 11,Lägenhet
28 oct 2015,107 392 kr/m²,5 230 000 kr,49 m²,3 tr,2 rum,Vasastan,Karlbergsvägen 20A,Lägenhet
28 oct 2015,103 000 kr/m²,5 150 000 kr,50 m²,3 tr,2 rum,Vasastan,Frejgatan 99,Lägenhet
28 oct 2015,82 609 kr/m²,3 800 000 kr,46 m²,3 tr,1½ rum,Vasastan,Gävlegatan 3,Lägenhet
28 oct 2015,126 087 kr/m²,2 900 000 kr,23 m²,3 tr,1 rum,Vasastan,Torbjörn Klockares gata 13,Lägenhet
28 oct 2015,89 000 kr/m²,5 340 000 kr,60 m²,3 tr,2 rum,Vasastan,Vikingagatan 21,Lägenhet
28 oct 2015,105 500 kr/m²,4 220 000 kr,40 m²,2 tr,2 rum,Vasastan,Roslagsgatan 37,Lägenhet
27 oct 2015,100 758 kr/m²,3 325 000 kr,33 m²,2 tr,1½ rum,Vasastan,Birger Jarlsgatan 104I,Lägenhet
27 oct 2015,92 222 kr/m²,4 150 000 kr,45 m²,5 tr,2 rum,Vasastan,Rådmansgatan 84,Lägenhet
27 oct 2015,110 800 kr/m²,2 770 000 kr,25 m²,4 tr,1 rum,Vasastan,Bråvallagatan 9,Lägenhet
24 oct 2015,82 661 kr/m²,5 125 000 kr,62 m²,1 tr,2 rum,Vasastan,Roslagsgatan 19,Lägenhet
23 oct 2015,93 750 kr/m²,3 375 000 kr,36 m²,2 tr,2 rum,Vasastan,Tomtebogatan 39,Lägenhet
23 oct 2015,80 556 kr/m²,5 075 000 kr,63 m²,3 tr,2 rum,Vasastan,Birger Jarlsgatan 97,Lägenhet
23 oct 2015,78 929 kr/m²,6 630 000 kr,84 m²,2 tr,3 rum,Vasastan,Vanadisvägen 4,Lägenhet
23 oct 2015,100 000 kr/m²,3 900 000 kr,39 m²,1 tr,2 rum,Vasastan,Atlasgatan 7,Lägenhet
23 oct 2015,90 972 kr/m²,3 275 000 kr,36 m²,1 tr,1 rum,Vasastan Östermalm,Birger Jarlsgatan 114,Lägenhet
23 oct 2015,83 333 kr/m²,7 750 000 kr,93 m²,2 tr,3 rum,Östermalm,Surbrunnsgatan 8B,Lägenhet
23 oct 2015,96 375 kr/m²,3 855 000 kr,40 m²,1 tr,2 rum,Vasastan,Sankt Eriksgatan 85D,Lägenhet
23 oct 2015,109 615 kr/m²,2 850 000 kr,26 m²,2 tr,1 rum,Vasastan,Norrbackagatan 5,Lägenhet
23 oct 2015,92 857 kr/m²,3 900 000 kr,42 m²,4 tr,1 rum,Vasastan,Birger Jarlsgatan 111D,Lägenhet
23 oct 2015,125 000 kr/m²,2 375 000 kr,19 m²,4 tr,1 rum,Vasastan,Sankt Eriksgatan 101,Lägenhet
23 oct 2015,88 372 kr/m²,3 800 000 kr,43 m²,2 tr,2 rum,Vasastan,Torsgatan 42A,Lägenhet
22 oct 2015,87 667 kr/m²,7 890 000 kr,90 m²,1 tr,3 rum,Vasastan,Vidargatan 5,Lägenhet
22 oct 2015,93 421 kr/m²,3 550 000 kr,38 m²,1 tr,2 rum,Vasastan,Gästrikegatan 20,Lägenhet
22 oct 2015,78 788 kr/m²,5 200 000 kr,66 m²,3 tr,2 rum,Vasastan,Robert Almströmsgatan 3,Lägenhet
22 oct 2015,123 000 kr/m²,2 460 000 kr,20 m²,4 tr,1 rum,Östermalm,Birger Jarlsgatan 104G,Lägenhet
22 oct 2015,86 012 kr/m²,7 225 000 kr,84 m²,1 tr,3 rum,Vasastan,Frejgatan 77,Lägenhet
22 oct 2015,66 324 kr/m²,4 510 000 kr,68 m²,6 tr,2 rum,Vasastan,Norrbackagatan 27B,Lägenhet
22 oct 2015,92 544 kr/m²,5 275 000 kr,57 m²,3 tr,2 rum,Vasastan,Birger Jarlsgatan 107B,Lägenhet
22 oct 2015,102 273 kr/m²,4 500 000 kr,44 m²,3 tr,2 rum,Birkastan Vasastan,Karlbergsvägen 84,Lägenhet
22 oct 2015,104 407 kr/m²,3 080 000 kr,30 m²,1 tr,1 rum,Birkastan Vasastan,Tomtebogatan 34,Lägenhet
21 oct 2015,100 000 kr/m²,6 300 000 kr,63 m²,4 tr,2 rum,Vasastan,Upplandsgatan 85,Lägenhet
21 oct 2015,95 946 kr/m²,7 100 000 kr,74 m²,1 tr,3 rum,Vasastan,Västmannagatan 39,Lägenhet
21 oct 2015,101 149 kr/m²,8 800 000 kr,87 m²,3 tr,3 rum,Vasastan,Dalagatan 74B,Lägenhet
21 oct 2015,102 941 kr/m²,3 500 000 kr,34 m²,3 tr,2 rum,Vasastan,Västmannagatan 55,Lägenhet
21 oct 2015,76 471 kr/m²,5 200 000 kr,68 m²,3 tr,2 rum,Vasastan,Torsgatan 72,Lägenhet
21 oct 2015,93 478 kr/m²,6 450 000 kr,69 m²,4 tr,2 rum,Vasastan,Upplandsgatan 60,Lägenhet
21 oct 2015,121 429 kr/m²,2 550 000 kr,21 m²,2 tr,1 rum,Vasastan,Birger Jarlsgatan 104I,Lägenhet
20 oct 2015,112 500 kr/m²,4 500 000 kr,40 m²,1 tr,2 rum,Vasastan,Hälsingegatan 11,Lägenhet
20 oct 2015,74 275 kr/m²,5 125 000 kr,69 m²,3 tr,2 rum,Vasastan,Roslagsgatan 41,Lägenhet
20 oct 2015,111 290 kr/m²,3 450 000 kr,31 m²,6 tr,1 rum,Vasastan,Rådmansgatan 56,Lägenhet
19 oct 2015,98 980 kr/m²,4 850 000 kr,49 m²,5 tr,2 rum,Vasastan,Drejargatan 2,Lägenhet
19 oct 2015,90 476 kr/m²,7 600 000 kr,84 m²,2 tr,3 rum,Vasastan,Tomtebogatan 32,Lägenhet
19 oct 2015,88 125 kr/m²,8 460 000 kr,96 m²,2 tr,3 rum,Vasastan,Västmannagatan 89,Lägenhet
19 oct 2015,81 169 kr/m²,6 250 000 kr,77 m²,1 tr,3 rum,Vasastan,Norrbackagatan 60,Lägenhet
19 oct 2015,69 762 kr/m²,7 325 000 kr,105 m²,1 tr,4 rum,Vasastan,Gästrikegatan 10,Lägenhet
19 oct 2015,73 232 kr/m²,7 250 000 kr,99 m²,3 tr,3 rum,Vasastan,Sveavägen 136,Lägenhet
19 oct 2015,113 333 kr/m²,3 060 000 kr,27 m²,4 tr,1 rum,Vasastan,Birger Jarlsgatan 119,Lägenhet
19 oct 2015,141 739 kr/m²,3 260 000 kr,23 m²,4 tr,1 rum,Vasastan,Roslagsgatan 7,Lägenhet
19 oct 2015,109 783 kr/m²,2 525 000 kr,23 m²,4 tr,1 rum,Vasastan,Vanadisvägen 32,Lägenhet
19 oct 2015,89 091 kr/m²,4 900 000 kr,55 m²,1½ tr,2 rum,Vasastan,Rörstrandsgatan 54,Lägenhet
19 oct 2015,81 122 kr/m²,3 975 000 kr,49 m²,1 tr,2 rum,Vasastan,Tre Liljor 6,Lägenhet
19 oct 2015,91 579 kr/m²,3 480 000 kr,38 m²,4 tr,2 rum,Vasastan,Gävlegatan 11,Lägenhet
19 oct 2015,85 333 kr/m²,3 840 000 kr,45 m²,1 tr,2 rum,Vasastan,Tomtebogatan 46,Lägenhet
19 oct 2015,105 484 kr/m²,3 270 000 kr,31 m²,1 tr,2 rum,Vasastan,Roslagsgatan 25,Lägenhet
19 oct 2015,105 128 kr/m²,4 100 000 kr,39 m²,4 tr,2 rum,Vasastan,Vanadisvägen 24,Lägenhet
16 oct 2015,90 567 kr/m²,8 785 000 kr,97 m²,7 tr,4 rum,Vasastan,Kungstensgatan 28C,Lägenhet
16 oct 2015,103 226 kr/m²,3 200 000 kr,31 m²,4 tr,2 rum,Vasastan,Roslagsgatan 41,Lägenhet
15 oct 2015,82 353 kr/m²,7 000 000 kr,85 m²,2 tr,3 rum,Vasastan,Hagagatan 16,Lägenhet
15 oct 2015,111 957 kr/m²,2 575 000 kr,23 m²,1½ tr,1 rum,Vasastan,Roslagsgatan 54A,Lägenhet
15 oct 2015,93 553 kr/m²,3 555 000 kr,38 m²,2 tr,2 rum,Vasastan,Rödabergsgatan 2,Lägenhet
15 oct 2015,90 341 kr/m²,3 975 000 kr,44 m²,5 tr,2 rum,Vasastan,Döbelnsgatan 89,Lägenhet
15 oct 2015,100 000 kr/m²,4 700 000 kr,47 m²,4 tr,2 rum,Vasastan,Bråvallagatan 9A,Lägenhet
15 oct 2015,93 820 kr/m²,8 350 000 kr,89 m²,1 tr,3 rum,Vasastan,Heimdalsgatan 8,Lägenhet
14 oct 2015,75 203 kr/m²,9 250 000 kr,123 m²,7 tr,5 rum,Vasastan,Karlbergsvägen 83,Lägenhet
14 oct 2015,84 211 kr/m²,3 200 000 kr,38 m²,4 tr,2 rum,Vasastan,Sigtunagatan 11B,Lägenhet
14 oct 2015,72 222 kr/m²,6 175 000 kr,86 m²,5 tr,3 rum,Vasastan,Upplandsgatan 32,Lägenhet
14 oct 2015,100 926 kr/m²,5 450 000 kr,54 m²,4 tr,2 rum,Vasastan,Torsgatan 52,Lägenhet
14 oct 2015,92 979 kr/m²,4 370 000 kr,47 m²,3 tr,2 rum,Vasastan Birkastan,Tomtebogatan 46,Lägenhet
14 oct 2015,91 803 kr/m²,5 600 000 kr,61 m²,3 tr,2 rum,Vasastan,Döbelnsgatan 87,Lägenhet
14 oct 2015,89 474 kr/m²,3 400 000 kr,38 m²,3 tr,1½ rum,Vasastan,Roslagsgatan 29,Lägenhet
14 oct 2015,81 412 kr/m²,7 205 000 kr,89 m²,2 tr,3 rum,Vasastan,Tulegatan 45,Lägenhet
14 oct 2015,101 750 kr/m²,6 105 000 kr,60 m²,5 tr,2 rum,Vasastan,Västmannagatan 28,Lägenhet
14 oct 2015,104 082 kr/m²,5 100 000 kr,49 m²,2 tr,2 rum,Vasastan,Markvardsgatan 9,Lägenhet
14 oct 2015,86 239 kr/m²,5 640 000 kr,65 m²,2 tr,2 rum,Birkastan Vasastan,Gästrikegatan 20,Lägenhet
14 oct 2015,115 319 kr/m²,2 710 000 kr,24 m²,6 tr,1 rum,Vasastan,Roslagsgatan 60,Lägenhet
14 oct 2015,110 135 kr/m²,4 075 000 kr,37 m²,1 tr,1 rum,Vasastan,Dalagatan 36,Lägenhet
14 oct 2015,75 893 kr/m²,8 500 000 kr,112 m²,3 tr,3 rum,Vasastan,Karlbergsvägen 80,Lägenhet
14 oct 2015,91 625 kr/m²,3 665 000 kr,40 m²,1 tr,1½ rum,Atlas Vasastan,Völundsgatan 9,Lägenhet
14 oct 2015,105 794 kr/m²,6 665 000 kr,63 m²,4 tr,2 rum,Birkastan Vasastan,Karlbergsvägen 47B,Lägenhet
14 oct 2015,77 174 kr/m²,3 550 000 kr,46 m²,1 tr,1 rum,Vasastan,Gävlegatan 13,Lägenhet
13 oct 2015,93 254 kr/m²,5 875 000 kr,63 m²,1½ tr,2 rum,Vasastan,Karlbergsvägen 82B,Lägenhet
13 oct 2015,90 972 kr/m²,6 550 000 kr,72 m²,1 tr,3 rum,Vasastan,Kungstensgatan 35,Lägenhet
13 oct 2015,102 273 kr/m²,4 500 000 kr,44 m²,2 tr,2 rum,Vasastan,Upplandsgatan 71,Lägenhet
13 oct 2015,94 242 kr/m²,6 220 000 kr,66 m²,1½ tr,2½ rum,Vasastan,Kungstensgatan 29,Lägenhet
12 oct 2015,98 264 kr/m²,7 075 000 kr,72 m²,2 tr,3 rum,Vasastan,Hälsingegatan 14F,Lägenhet
12 oct 2015,93 220 kr/m²,5 500 000 kr,59 m²,2 tr,2 rum,Vasastan Östermalm,Frejgatan 10,Lägenhet
9 oct 2015,89 474 kr/m²,5 100 000 kr,57 m²,1 tr,2 rum,Vasastan,Norrtullsgatan 25E,Lägenhet
9 oct 2015,75 139 kr/m²,5 410 000 kr,72 m²,2 tr,3 rum,Vasastan,Sankt Eriksgatan 99,Lägenhet
9 oct 2015,74 752 kr/m²,7 550 000 kr,101 m²,4 tr,3½ rum,Vasastan,Sveavägen 131,Lägenhet
8 oct 2015,100 263 kr/m²,3 810 000 kr,38 m²,3 tr,1 rum,Vasastan,Sankt Eriksgatan 81,Lägenhet
8 oct 2015,89 461 kr/m²,9 125 000 kr,102 m²,3 tr,4 rum,Östermalm,Odengatan 10A,Lägenhet
8 oct 2015,92 553 kr/m²,4 350 000 kr,47 m²,2 tr,2 rum,Östermalm,Birger Jarlsgatan 114,Lägenhet
8 oct 2015,86 047 kr/m²,7 400 000 kr,86 m²,2 tr,3 rum,Vasastan,Tomtebogatan 8,Lägenhet
8 oct 2015,86 634 kr/m²,3 500 000 kr,40 m²,4 tr,1 rum,Birkastan Vasastan,Bråvallagatan 7,Lägenhet
7 oct 2015,96 802 kr/m²,3 330 000 kr,34 m²,2 tr,1 rum,Vasastan,Dalagatan 68,Lägenhet
7 oct 2015,100 000 kr/m²,7 700 000 kr,77 m²,1 tr,3 rum,Vasastan,Tulegatan 23B,Lägenhet
7 oct 2015,80 592 kr/m²,6 125 000 kr,76 m²,3 tr,3 rum,Vasastan,Sankt Eriksgatan 99,Lägenhet
7 oct 2015,107 500 kr/m²,3 225 000 kr,30 m²,3 tr,1 rum,Vasastan,Dalagatan 72,Lägenhet
7 oct 2015,89 718 kr/m²,6 370 000 kr,71 m²,3 tr,3 rum,Vasastan,Norrbackagatan 26A,Lägenhet
7 oct 2015,88 060 kr/m²,5 900 000 kr,67 m²,1 tr,3 rum,Vasastan,Döbelnsgatan 95,Lägenhet
7 oct 2015,85 507 kr/m²,5 900 000 kr,69 m²,4½ tr,3 rum,Vasastan,Atlasgatan 1,Lägenhet
7 oct 2015,105 147 kr/m²,3 575 000 kr,34 m²,4 tr,1 rum,Vasastan,Tomtebogatan 28,Lägenhet
6 oct 2015,99 123 kr/m²,5 650 000 kr,57 m²,1 tr,3 rum,Vasastan,Upplandsgatan 77A,Lägenhet
6 oct 2015,94 444 kr/m²,4 250 000 kr,45 m²,5 tr,2 rum,Vasastan,Vanadisvägen 22B,Lägenhet
6 oct 2015,86 047 kr/m²,3 700 000 kr,43 m²,1 tr,2 rum,Östermalm Vasastan,Birger Jarlsgatan 104I,Lägenhet
5 oct 2015,94 231 kr/m²,3 675 000 kr,39 m²,2 tr,2 rum,Vasastan,Sveavägen 138,Lägenhet
5 oct 2015,93 590 kr/m²,3 650 000 kr,39 m²,4 tr,2 rum,Vasastan,Norrbackagatan 54,Lägenhet
5 oct 2015,95 327 kr/m²,10 200 000 kr,107 m²,1 tr,4 rum,Vasastan,Västmannagatan 51,Lägenhet
4 oct 2015,80 303 kr/m²,5 300 000 kr,66 m²,2 tr,2 rum,Vasastan,Holländargatan 33,Lägenhet
2 oct 2015,95 833 kr/m²,4 600 000 kr,48 m²,3 tr,1½ rum,Vasastan,Rehnsgatan 8,Lägenhet
2 oct 2015,90 323 kr/m²,2 800 000 kr,31 m²,1 tr,1 rum,Vasastan,Torsgatan 58,Lägenhet
2 oct 2015,95 294 kr/m²,8 100 000 kr,85 m²,4 tr,3 rum,Vasastan,Kungstensgatan 35,Lägenhet
2 oct 2015,93 636 kr/m²,5 150 000 kr,55 m²,1 tr,2 rum,Vasastan,Eastmansvägen 8B,Lägenhet
2 oct 2015,70 982 kr/m²,7 950 000 kr,112 m²,3 tr,3 rum,Vasastan,Karlbergsvägen 80,Lägenhet
1 oct 2015,83 148 kr/m²,4 490 000 kr,54 m²,3 tr,2 rum,Vasastan,Rörstrandsgatan 64,Lägenhet
1 oct 2015,86 207 kr/m²,5 000 000 kr,58 m²,4 tr,2 rum,Vasastan,Rörstrandsgatan 27,Lägenhet
1 oct 2015,83 143 kr/m²,5 820 000 kr,70 m²,2 tr,3 rum,Vasastan,Rådmansgatan 56,Lägenhet
1 oct 2015,82 951 kr/m²,5 060 000 kr,61 m²,1½ tr,2 rum,Östermalm,Surbrunnsgatan 2,Lägenhet
1 oct 2015,100 735 kr/m²,6 850 000 kr,68 m²,2 tr,2 rum,Vasastan,Karlbergsvägen 32B,Lägenhet
1 oct 2015,87 500 kr/m²,3 150 000 kr,36 m²,3 tr,1½ rum,Östermalm,Birger Jarlsgatan 120B,Lägenhet
1 oct 2015,99 851 kr/m²,6 690 000 kr,67 m²,3 tr,3 rum,Vasastan,Hagagatan 12,Lägenhet
1 oct 2015,82 927 kr/m²,3 400 000 kr,41 m²,3 tr,1 rum,Vasastan,Vulcanusgatan 1,Lägenhet
1 oct 2015,83 306 kr/m²,5 165 000 kr,62 m²,1½ tr,2 rum,Vasastan,Rörstrandsgatan 54,Lägenhet
30 sep 2015,78 788 kr/m²,7 800 000 kr,99 m²,1 tr,3 rum,Vasastan,Idungatan 10,Lägenhet
30 sep 2015,96 705 kr/m²,4 255 000 kr,44 m²,5 tr,2 rum,Vasastan,Norrtullsgatan 9,Lägenhet
30 sep 2015,104 366 kr/m²,7 410 000 kr,71 m²,6 tr,3 rum,Vasastan,Västmannagatan 90,Lägenhet
30 sep 2015,82 813 kr/m²,6 625 000 kr,80 m²,1 tr,3 rum,Vasastan,Tulegatan 37,Lägenhet
30 sep 2015,78 247 kr/m²,6 025 000 kr,77 m²,2 tr,3 rum,Vasastan,Norrbackagatan 60,Lägenhet
30 sep 2015,81 538 kr/m²,5 300 000 kr,65 m²,4 tr,2 rum,Birkastan Vasastan,Norrbackagatan 44,Lägenhet
